Review,sentiment,polarity,overall_sentiment
"Unfortunately, I had concerns about the security of the Airbnb, especially regarding door locks.",negative,-0.25,negative
The lack of proper lighting in the common areas of the Airbnb made me feel uneasy at night.,negative,-0.15,negative
"There were no security features or guards in place, compromising the overall safety of the Airbnb.",neutral,0.0,neutral
"The neighborhood surrounding the Airbnb had a history of break-ins and thefts, raising security concerns.",neutral,0.0,neutral
I didn't feel comfortable leaving my belongings unattended in the Airbnb due to inadequate security.,positive,0.1375,positive
"The Airbnb was incredibly pet-friendly, providing amenities and even a designated pet area.",positive,0.9,positive
"They welcomed my furry friend with open arms, providing bowls, treats, and a comfortable bed.",positive,0.2,positive
"The neighborhood had plenty of parks and green spaces, perfect for walking my pet.",positive,0.4,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing for a pet owner like me.",negative,-0.55,negative
"There were limited pet-friendly facilities in the neighborhood, making it challenging to accommodate my pet's needs.",positive,0.2142857142857143,positive
"The Airbnb had strict rules and restrictions regarding pets, making it inconvenient for pet owners.",negative,-0.6,negative
I encountered difficulties finding pet-friendly outdoor spaces near the Airbnb for my pet's exercise.,positive,0.1,positive
"The Airbnb did not provide any amenities or considerations for pets, making it unsuitable for pet owners.",neutral,0.0,neutral
"The host of the Airbnb was friendly, accommodating, and responsive to my needs.",positive,0.375,positive
"They provided helpful local tips and recommendations, enhancing my overall experience.",neutral,0.0,neutral
"The host went above and beyond to ensure a comfortable stay, making me feel like a valued guest.",positive,0.2,positive
"Unfortunately, the host was unresponsive to my messages and requests for assistance.",negative,-0.5,negative
"The host was unfriendly and lacked professionalism, creating a negative impression of the Airbnb.",negative,-0.3,negative
"They were unhelpful when I encountered issues during my stay, failing to provide any support.",neutral,0.0,neutral
"The host was difficult to reach, causing delays and inconvenience in resolving my concerns.",negative,-0.5,negative
"I felt ignored and disregarded by the host, leading to a disappointing experience at the Airbnb.",negative,-0.6,negative
I loved how close this Airbnb was to all the popular attractions and restaurants.,positive,0.6499999999999999,positive
The Airbnb's location provided breathtaking views of the surrounding mountains.,positive,1.0,positive
"Unfortunately, the Airbnb was quite far from the main tourist areas.",negative,-0.07777777777777779,negative
"The location of the Airbnb was in a noisy neighborhood, making it hard to sleep.",negative,-0.2916666666666667,negative
I had trouble finding the Airbnb due to its hidden location and poor signage.,negative,-0.22291666666666668,negative
"The Airbnb was far from public transportation, making it inconvenient to get around.",negative,-0.16666666666666666,negative
"The location of the Airbnb was in a sketchy area, and I didn't feel safe walking alone.",positive,0.5,positive
"The cleanliness of the Airbnb was top-notch, everything was sparkling clean.",positive,0.6833333333333333,positive
I appreciated the efforts of the host in maintaining the cleanliness of the Airbnb.,positive,0.2,positive
"The Airbnb was spotless, and it felt like stepping into a brand new place.",positive,0.13636363636363635,positive
"Unfortunately, the cleanliness of the Airbnb fell short of my expectations.",negative,-0.25,negative
"There were visible stains and dirt in some areas of the Airbnb, indicating a lack of cleaning.",neutral,0.0,neutral
"The bathroom in the Airbnb was not cleaned properly, and it had an unpleasant odor.",negative,-0.32499999999999996,negative
"I found hair and dust in the bedding, which made me question the cleanliness of the Airbnb.",neutral,0.0,neutral
"The cleanliness of the kitchen was questionable, with greasy countertops and dirty utensils.",negative,-0.55,negative
The neighborhood where the Airbnb was located had a charming atmosphere with friendly locals.,positive,0.5375,positive
I enjoyed exploring the vibrant neighborhood filled with trendy cafes and boutiques.,positive,0.41666666666666663,positive
"The Airbnb was situated in a quiet and peaceful neighborhood, perfect for relaxation.",positive,0.4166666666666667,positive
"Unfortunately, the neighborhood had limited dining options and amenities.",negative,-0.2857142857142857,negative
The Airbnb was located in a noisy neighborhood with constant traffic and construction noise.,neutral,0.0,neutral
I felt uncomfortable walking around the neighborhood at night due to safety concerns.,negative,-0.3125,negative
"The neighborhood lacked green spaces and parks, making it difficult to enjoy outdoor activities.",negative,-0.09999999999999998,negative
I was disappointed with the lack of attractions and points of interest in the immediate neighborhood.,negative,-0.75,negative
"I felt safe and secure throughout my stay at the Airbnb, thanks to reliable security measures.",positive,0.3666666666666667,positive
"The Airbnb had secure locks and a well-lit entrance, providing peace of mind.",positive,0.4,positive
"The neighborhood where the Airbnb was located had a low crime rate, making me feel at ease.",neutral,0.0,neutral
"Unfortunately, the security of the Airbnb was questionable, with flimsy locks and poor lighting.",negative,-0.4666666666666666,negative
"I had concerns about the overall safety of the neighborhood, especially during nighttime.",neutral,0.0,neutral
"The Airbnb lacked security features and measures, which made me feel vulnerable.",negative,-0.5,negative
I didn't feel comfortable leaving my belongings unattended in the Airbnb due to inadequate security.,positive,0.1375,positive
"The neighborhood had a reputation for petty theft, which affected my sense of security.",neutral,0.0,neutral
"The Airbnb was extremely pet-friendly, with dedicated areas and amenities for pets.",negative,-0.125,negative
"They provided a comfortable space for my pet, including bowls and toys.",positive,0.4,positive
"The neighborhood had pet-friendly parks and trails, making it convenient for pet owners.",neutral,0.0,neutral
"Unfortunately, the Airbnb did not allow pets, which was disappointing for me as a pet owner.",negative,-0.55,negative
There were limited options for pet-friendly activities in the neighborhood.,negative,-0.07142857142857142,negative
"The host had strict rules and restrictions regarding pets, making it inconvenient for pet owners.",negative,-0.6,negative
I had difficulty finding pet-friendly facilities in the vicinity of the Airbnb.,neutral,0.0,neutral
"The Airbnb didn't provide any amenities or considerations for pets, making it unsuitable for pet owners.",neutral,0.0,neutral
They provided valuable recommendations and tips that enhanced my stay.,neutral,0.0,neutral
The host was quick to respond to my messages and addressed any concerns promptly.,positive,0.3333333333333333,positive
"Unfortunately, the host was unresponsive and unhelpful throughout my stay.",negative,-0.5,negative
The host lacked professionalism and didn't fulfill their responsibilities as a host.,neutral,0.0,neutral
"I had difficulties reaching the host when I needed assistance, causing inconvenience.",neutral,0.0,neutral
"The host was rude and unaccommodating, making my experience at the Airbnb unpleasant.",negative,-0.475,negative
"I felt neglected by the host, with little to no communication or support during my stay.",negative,-0.1875,negative
"I loved how close this Airbnb was to the main tourist attractions, saving me travel time.",positive,0.4333333333333333,positive
"The Airbnb was nestled in a scenic neighborhood, offering a tranquil escape.",neutral,0.0,neutral
"Unfortunately, the Airbnb was located in a noisy area, disrupting my sleep.",negative,-0.5,negative
"The neighborhood lacked nearby amenities, making it inconvenient for everyday needs.",negative,-0.4,negative
"I struggled to find parking near the Airbnb, causing frustration during my stay.",positive,0.1,positive
"The location of the Airbnb was far from the city center, requiring long commutes.",negative,-0.016666666666666666,negative
"I felt unsafe in the neighborhood surrounding the Airbnb, affecting my overall experience.",neutral,0.0,neutral
I was impressed by how well-maintained and spotless the Airbnb was during my stay.,positive,1.0,positive
The host paid great attention to detail in ensuring the cleanliness of every corner of the Airbnb.,positive,0.8,positive
"Unfortunately, the cleanliness of the Airbnb fell short of expectations, with visible dirt and stains.",negative,-0.25,negative
"There were lingering odors in the Airbnb, indicating a lack of thorough cleaning.",neutral,0.0,neutral
"I noticed dust and cobwebs in some areas of the Airbnb, suggesting inadequate cleaning.",neutral,0.0,neutral
"The bathroom in the Airbnb was not properly cleaned, which was disappointing.",negative,-0.3,negative
"The kitchen had greasy surfaces and unwashed dishes, diminishing the overall cleanliness.",neutral,0.0,neutral
I enjoyed the local cafes and restaurants in the charming neighborhood surrounding the Airbnb.,positive,0.39999999999999997,positive
"The Airbnb was nestled in a peaceful neighborhood, offering a relaxing retreat.",positive,0.25,positive
"Unfortunately, the immediate neighborhood lacked amenities and entertainment options.",negative,-0.5,negative
"There were safety concerns in the neighborhood, making me feel uneasy during my stay.",neutral,0.0,neutral
"The neighborhood was noisy, with disruptive sounds throughout the day and night.",neutral,0.0,neutral
"I expected more attractions and activities in the neighborhood, but it was relatively dull.",positive,0.036111111111111115,positive
The cleanliness of the neighborhood streets and sidewalks was below par.,neutral,0.0,neutral
"The Airbnb had secure locks and a well-lit entrance, ensuring peace of mind during my stay.",positive,0.4,positive
"The neighborhood had a low crime rate, contributing to a sense of security throughout my visit.",neutral,0.0,neutral
"Unfortunately, the security of the Airbnb was lacking, with weak locks and inadequate lighting.",negative,-0.4375,negative
"I had concerns about the safety of the neighborhood, particularly during nighttime.",positive,0.16666666666666666,positive
"The Airbnb lacked security features such as surveillance cameras, compromising overall safety.",neutral,0.0,neutral
I felt uneasy due to the lack of proper security measures in and around the Airbnb.,negative,-0.0625,negative
"The neighborhood had a reputation for thefts, negatively impacting my sense of security.",negative,-0.3,negative
"They went above and beyond to accommodate my pet's needs, making our stay enjoyable.",positive,0.25,positive
"The neighborhood had parks and trails, perfect for walks with my pet.",positive,1.0,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing for a pet owner like me.",negative,-0.55,negative
"There were limited pet-friendly facilities in the neighborhood, making it challenging to cater to my pet's needs.",positive,0.2142857142857143,positive
"The host had strict rules and restrictions regarding pets, limiting the convenience for pet owners.",neutral,0.0,neutral
I struggled to find suitable pet-friendly areas near the Airbnb for outdoor activities with my pet.,positive,0.325,positive
"The Airbnb didn't provide any amenities or considerations for pets, which was disappointing.",negative,-0.6,negative
"They were readily available and responsive, promptly addressing any concerns or inquiries.",positive,0.4,positive
"The host provided valuable local insights and recommendations, enhancing my stay.",neutral,0.0,neutral
"Unfortunately, the host was unresponsive and unhelpful, which negatively impacted my experience.",negative,-0.4,negative
The host lacked professionalism and failed to fulfill their responsibilities adequately.,negative,-0.08333333333333334,negative
I encountered difficulties reaching the host when I needed assistance or information.,neutral,0.0,neutral
"The host was unwelcoming and lacked hospitality, resulting in a disappointing stay.",negative,-0.6,negative
"I felt neglected by the host, with minimal communication and a lack of support throughout my visit.",negative,-0.1,negative
"I loved how centrally located this Airbnb was, making it convenient to explore the city.",positive,0.35,positive
"The neighborhood where the Airbnb was situated had a charming vibe, with quaint shops and cafes.",positive,0.7,positive
"Unfortunately, the Airbnb was far from the main tourist spots, requiring lengthy commutes.",negative,-0.07777777777777779,negative
"The immediate neighborhood lacked amenities and entertainment options, which was disappointing.",negative,-0.6,negative
"I found the location of the Airbnb to be noisy, with constant traffic and street noise.",neutral,0.0,neutral
"The Airbnb was situated in a remote area, making it difficult to access public transportation.",negative,-0.19999999999999998,negative
"I felt unsafe walking around the neighborhood at night, affecting my overall experience.",neutral,0.0,neutral
"I was impressed by how meticulously clean the Airbnb was, creating a comfortable stay.",positive,0.5888888888888889,positive
The host paid great attention to detail in ensuring every corner of the Airbnb was immaculate.,positive,0.8,positive
"Unfortunately, the cleanliness of the Airbnb fell short, with noticeable dirt and dust in some areas.",negative,-0.25,negative
"There were unpleasant odors in the Airbnb, suggesting a lack of thorough cleaning.",negative,-0.6499999999999999,negative
"I encountered uncleaned surfaces and stains in the Airbnb, which was disappointing.",negative,-0.6,negative
"The bathroom of the Airbnb was not properly cleaned, and it had moldy tiles.",neutral,0.0,neutral
"The kitchen had greasy countertops and dirty utensils, indicating poor cleanliness.",negative,-0.5,negative
I enjoyed exploring the charming streets and discovering hidden gems in the neighborhood.,positive,0.3444444444444444,positive
"The Airbnb was located in a peaceful and picturesque neighborhood, offering a serene getaway.",positive,0.25,positive
"Unfortunately, the neighborhood lacked amenities and had limited options for dining and shopping.",negative,-0.2857142857142857,negative
"There were safety concerns in the neighborhood, making me feel uneasy during my stay.",neutral,0.0,neutral
"The neighborhood was noisy, with loud street activities and disturbances throughout the day.",positive,0.1,positive
"I expected more attractions and points of interest in the neighborhood, but it was relatively dull.",positive,0.036111111111111115,positive
"The cleanliness of the neighborhood was subpar, with litter and unkempt public spaces.",neutral,0.0,neutral
"The Airbnb had secure access and attentive staff, contributing to a safe environment.",positive,0.43333333333333335,positive
"The neighborhood had a low crime rate, adding to the overall sense of security.",neutral,0.0,neutral
"Unfortunately, the security of the Airbnb was lacking, with flimsy locks and inadequate lighting.",negative,-0.5,negative
"I had concerns about the safety of the neighborhood, especially during nighttime.",neutral,0.0,neutral
"The Airbnb lacked visible security features, which affected my peace of mind.",neutral,0.0,neutral
I felt uncomfortable due to the lack of proper security measures in and around the Airbnb.,negative,-0.20833333333333334,negative
"The neighborhood had a reputation for thefts, making me question the overall security.",neutral,0.0,neutral
"They went above and beyond to ensure my pet's comfort, making it a truly enjoyable stay.",positive,0.25,positive
"The neighborhood had pet-friendly parks and walking trails, perfect for outdoor activities with my pet.",positive,1.0,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing as a pet owner.",negative,-0.55,negative
"There were limited pet-friendly facilities in the vicinity, making it challenging to cater to my pet's needs.",positive,0.2142857142857143,positive
"The host had strict restrictions and rules regarding pets, limiting the convenience for pet owners.",neutral,0.0,neutral
I struggled to find suitable pet-friendly places nearby for exercise and playtime.,positive,0.55,positive
"The Airbnb didn't provide any amenities or considerations for pets, which was a letdown.",neutral,0.0,neutral
"They were friendly, accommodating, and responsive to any questions or requests.",positive,0.375,positive
"The host provided valuable recommendations and local insights, enhancing my overall experience.",neutral,0.0,neutral
"Unfortunately, the host was unresponsive and unhelpful, which affected my stay negatively.",negative,-0.4,negative
The host lacked professionalism and failed to address concerns adequately.,negative,-0.08333333333333334,negative
"I had difficulties reaching the host when I needed assistance or information, causing inconvenience.",neutral,0.0,neutral
"The host was unwelcoming and unaccommodating, creating a disappointing experience.",negative,-0.6,negative
"I felt ignored by the host, with limited communication and lack of support throughout my stay.",negative,-0.07142857142857142,negative
"I loved how centrally located this Airbnb was, allowing me to explore the city with ease.",positive,0.35,positive
"The Airbnb was nestled in a charming neighborhood, surrounded by local shops and restaurants.",positive,0.35,positive
"Unfortunately, the Airbnb was far from the main city center, requiring long travel times.",negative,-0.07666666666666667,negative
"The neighborhood lacked convenience stores and amenities, making it inconvenient for daily needs.",negative,-0.3,negative
"I had difficulty finding parking near the Airbnb, which was frustrating during my stay.",negative,-0.15000000000000002,negative
"The Airbnb was situated in a noisy area, which affected my sleep quality.",neutral,0.0,neutral
"I felt unsafe walking around the neighborhood at night, diminishing my overall experience.",neutral,0.0,neutral
I was impressed by the high level of cleanliness maintained throughout the Airbnb.,positive,0.58,positive
The host paid great attention to detail in ensuring a clean and hygienic stay.,positive,0.5833333333333334,positive
"Unfortunately, the cleanliness of the Airbnb fell short of expectations, with visible dirt and stains.",negative,-0.25,negative
"There were lingering odors in the Airbnb, suggesting a lack of thorough cleaning.",neutral,0.0,neutral
"I noticed dust and cobwebs in some areas of the Airbnb, indicating inadequate cleaning.",neutral,0.0,neutral
"The bathroom in the Airbnb was not properly cleaned, which was disappointing.",negative,-0.3,negative
"The kitchen had greasy surfaces and unwashed dishes, diminishing the overall cleanliness.",neutral,0.0,neutral
I enjoyed the local cafes and restaurants in the charming neighborhood surrounding the Airbnb.,positive,0.39999999999999997,positive
"The Airbnb was situated in a peaceful and picturesque neighborhood, offering a relaxing retreat.",positive,0.25,positive
"Unfortunately, the immediate neighborhood lacked amenities and entertainment options.",negative,-0.5,negative
"There were safety concerns in the neighborhood, making me feel uneasy during my stay.",neutral,0.0,neutral
"The neighborhood was noisy, with disruptive sounds throughout the day and night.",neutral,0.0,neutral
"I expected more attractions and activities in the neighborhood, but it was relatively dull.",positive,0.036111111111111115,positive
The cleanliness of the neighborhood streets and sidewalks was below par.,neutral,0.0,neutral
"The Airbnb had secure locks and a well-lit entrance, ensuring peace of mind during my stay.",positive,0.4,positive
"The neighborhood had a low crime rate, contributing to a sense of security throughout my visit.",neutral,0.0,neutral
"Unfortunately, the security of the Airbnb was lacking, with weak locks and inadequate lighting.",negative,-0.4375,negative
"I had concerns about the safety of the neighborhood, particularly during nighttime.",positive,0.16666666666666666,positive
"The Airbnb lacked security features such as surveillance cameras, compromising overall safety.",neutral,0.0,neutral
I felt uneasy due to the lack of proper security measures in and around the Airbnb.,negative,-0.0625,negative
"The neighborhood had a reputation for thefts, affecting my peace of mind.",neutral,0.0,neutral
"They went above and beyond to accommodate my pet's needs, making our stay enjoyable.",positive,0.25,positive
"The neighborhood had pet-friendly parks and walking trails, perfect for outdoor activities with my pet.",positive,1.0,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing for a pet owner like me.",negative,-0.55,negative
"There were limited pet-friendly facilities in the neighborhood, making it challenging to cater to my pet's needs.",positive,0.2142857142857143,positive
"The host had strict rules and restrictions regarding pets, limiting the convenience for pet owners.",neutral,0.0,neutral
I struggled to find suitable pet-friendly areas near the Airbnb for outdoor activities with my pet.,positive,0.325,positive
"The Airbnb didn't provide any amenities or considerations for pets, which was disappointing.",negative,-0.6,negative
"They were responsive and attentive, ensuring all my questions and needs were addressed.",positive,0.4,positive
"The host provided valuable recommendations and insider tips, enhancing my stay.",neutral,0.0,neutral
"Unfortunately, the host was unresponsive and unhelpful, which negatively impacted my experience.",negative,-0.4,negative
The host lacked professionalism and failed to meet my expectations as a guest.,negative,-0.5,negative
"I encountered difficulties in communicating with the host, causing frustration during my stay.",neutral,0.0,neutral
"The host was unwelcoming and unaccommodating, creating a disappointing atmosphere.",negative,-0.6,negative
"I felt neglected by the host, with minimal communication and a lack of support throughout my visit.",negative,-0.1,negative
I loved how the Airbnb was situated in a lively neighborhood with plenty of dining and shopping options.,positive,0.41818181818181815,positive
The proximity to public transportation made it convenient to explore the city from this Airbnb.,neutral,0.0,neutral
"Unfortunately, the Airbnb was located in a remote area, far from the main attractions.",negative,-0.08333333333333334,negative
"The neighborhood lacked variety in terms of dining options, which was disappointing.",negative,-0.6,negative
"I found the location to be noisy, with constant traffic and street sounds throughout the day.",neutral,0.0,neutral
"The Airbnb was situated in a sketchy neighborhood, making me feel unsafe during my stay.",neutral,0.0,neutral
"I expected the Airbnb to be closer to the city center, but it required long commutes.",negative,-0.08333333333333333,negative
"I was impressed by the attention to cleanliness, as the Airbnb was spotless and well-maintained.",positive,1.0,positive
"The host ensured that the Airbnb was consistently clean throughout my stay, which I appreciated.",positive,0.2833333333333333,positive
"Unfortunately, the cleanliness of the Airbnb did not meet my expectations, with visible dirt and stains.",negative,-0.5,negative
"There were lingering odors in the Airbnb, suggesting a lack of proper cleaning.",neutral,0.0,neutral
"I noticed dust and cobwebs in certain areas of the Airbnb, indicating subpar cleanliness.",positive,0.21428571428571427,positive
"The bathroom was not thoroughly cleaned, and I encountered some cleanliness issues.",neutral,0.0,neutral
"The kitchen was not properly maintained, with greasy surfaces and unwashed utensils.",neutral,0.0,neutral
I enjoyed exploring the local cafes and boutique shops in the charming neighborhood.,positive,0.39999999999999997,positive
"The Airbnb was located in a peaceful and safe neighborhood, offering a relaxing stay.",positive,0.375,positive
"Unfortunately, the immediate neighborhood lacked amenities and was devoid of attractions.",negative,-0.3,negative
"There were safety concerns in the neighborhood, making me feel uneasy during my stay.",neutral,0.0,neutral
"The neighborhood was noisy, with loud construction and street activities.",positive,0.1,positive
"I expected more restaurants and shops in the neighborhood, but it was relatively quiet.",positive,0.13333333333333333,positive
"The cleanliness of the neighborhood could have been better, with litter and unkempt areas.",positive,0.5,positive
"The Airbnb had secure entry access and attentive staff, providing peace of mind.",positive,0.4,positive
"The neighborhood had a low crime rate, ensuring a sense of security throughout my stay.",neutral,0.0,neutral
"Unfortunately, the security measures in the Airbnb were insufficient, raising concerns.",negative,-0.5,negative
"I had worries about the safety of the neighborhood, particularly during nighttime.",positive,0.16666666666666666,positive
"The Airbnb lacked visible security features, which affected my peace of mind.",neutral,0.0,neutral
I felt uncomfortable due to the lack of proper security measures in and around the Airbnb.,negative,-0.20833333333333334,negative
"The neighborhood had a reputation for thefts, making me question the overall security.",neutral,0.0,neutral
"They welcomed my pet with open arms, making sure our stay was enjoyable and comfortable.",positive,0.35,positive
"The neighborhood had parks and pet-friendly spaces, allowing my pet to have a great time.",positive,0.8,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing as a pet owner.",negative,-0.55,negative
"There were limited pet-friendly facilities nearby, making it challenging to cater to my pet's needs.",positive,0.2142857142857143,positive
"The host had strict pet policies, restricting the convenience for pet owners.",neutral,0.0,neutral
I struggled to find suitable pet-friendly areas for walking and exercise in the vicinity.,positive,0.55,positive
"The Airbnb did not provide any amenities or considerations for pets, which was a letdown.",neutral,0.0,neutral
"They were attentive, responsive, and made sure I had everything I needed for a pleasant stay.",positive,0.5444444444444444,positive
The host went above and beyond to make me feel welcome and gave great local recommendations.,positive,0.4,positive
"Unfortunately, the host was unresponsive and lacked professionalism, impacting my experience negatively.",negative,-0.4,negative
I had difficulties reaching the host when I needed assistance or had questions during my stay.,neutral,0.0,neutral
"The host was unaccommodating and did not address my concerns adequately, which was disappointing.",negative,-0.13333333333333333,negative
"I felt unwelcome by the host, with limited communication and a lack of support throughout my visit.",negative,-0.07142857142857142,negative
The host was unhelpful and showed a lack of interest in ensuring a comfortable stay.,positive,0.4,positive
"I loved how this Airbnb was tucked away in a quiet neighborhood, providing a peaceful retreat after a long day of exploring.",positive,0.22499999999999998,positive
"The Airbnb was conveniently located near public transportation, making it a breeze to get around the city.",positive,0.05,positive
"Unfortunately, the Airbnb was situated in a less desirable area, far from the main tourist spots.",negative,-0.1,negative
The neighborhood lacked a vibrant atmosphere and didn't offer much in terms of nearby amenities.,positive,0.18333333333333335,positive
"I found the Airbnb to be too far from restaurants and shops, making it inconvenient for dining out.",negative,-0.25,negative
"The location of the Airbnb was noisy, with constant traffic and street noise disturbing my peace.",negative,-0.25,negative
"I felt unsafe walking around the neighborhood at night, which dampened my overall experience.",neutral,0.0,neutral
"I was impressed by the meticulous attention to cleanliness, making my stay feel hygienic and comfortable.",positive,0.7,positive
"The host consistently kept the Airbnb clean and tidy throughout my visit, which I greatly appreciated.",positive,0.3541666666666667,positive
"Unfortunately, the cleanliness of the Airbnb fell short, with noticeable dirt and dust in some areas.",negative,-0.25,negative
"There were lingering odors in the Airbnb, indicating that proper cleaning measures were not taken.",neutral,0.0,neutral
"I noticed stains and marks on the furniture and surfaces, suggesting a lack of thorough cleaning.",neutral,0.0,neutral
"The bathroom in the Airbnb could have been cleaner, as I found it to be less than satisfactory.",negative,-0.16666666666666666,negative
"The kitchen had some cleanliness issues, such as greasy countertops and dirty utensils.",negative,-0.3,negative
I enjoyed exploring the local attractions and discovering hidden gems in the charming neighborhood.,positive,0.2583333333333333,positive
"The Airbnb was nestled in a picturesque neighborhood, offering a serene and relaxing atmosphere.",neutral,0.0,neutral
"Unfortunately, the immediate neighborhood lacked amenities and didn't have much to offer in terms of convenience.",negative,-0.15,negative
"There were safety concerns in the neighborhood, making me feel uneasy during my stay.",neutral,0.0,neutral
"The neighborhood was noisy, with disruptive sounds and activities that affected my overall experience.",neutral,0.0,neutral
"I expected more shops and services in the neighborhood, but it was relatively limited in terms of options.",positive,0.10952380952380954,positive
The cleanliness of the neighborhood streets and public spaces could have been better maintained.,positive,0.25,positive
"The Airbnb had secure access control and a reliable security system, ensuring peace of mind throughout my stay.",positive,0.4,positive
